client_number;account_number
1565872;156587210001
1565969;156596910001
1566163;156616310001
1566260;156626010001
1566357;156635710001
1566551;156655110001
1566745;156674510001
1566842;156684210001
1566939;156693910001
1567036;156703610001
1567133;156713310001
1567230;156723010001
1567424;156742410001
1567521;156752110001
1567715;156771510001
1567812;156781210001
1568006;156800610001
1568297;156829710001
1568394;156839410001
1568491;156849110001
1568588;156858810001
1568782;156878210001
1568879;156887910001
1568976;156897610001
1569170;156917010001
1569267;156926710001
1569364;156936410001
1569461;156946110001
1569655;156965510001
1569752;156975210001
1504859;150485915001
1569849;156984910001
1569946;156994610001
1570237;157023710001
1570431;157043110001
1570528;157052810001
1570625;157062510001
1570819;157081910001
1570916;157091610001
1571013;157101310001
1571110;157111010001
1571304;157130410001
1571498;157149810001
141912;14191215002
1571692;157169210001
1571789;157178910001
1571886;157188610001
1571983;157198310001
1572080;157208010001
1572274;157227410001
1572468;157246810001
1572759;157275910001
1572856;157285610001
379562;37956215001
1572953;157295310001
1573147;157314710001
1573341;157334110001
1573438;157343810001
1573535;157353510001
1573729;157372910001
1573826;157382610001
1573923;157392310001
1574020;157402010001
1574214;157421410001
1574311;157431111001
1574408;157440810001
1574408;157440811001
1574602;157460210001
1574796;157479610001
1574990;157499010001
1575087;157508710001
1575281;157528110001
1575475;157547510001
1575572;157557210001
1575669;157566910001
1575766;157576610001
1575863;157586310001
1575960;157596011001
1576154;157615410001
1576251;157625110001
1576445;157644510001
1576542;157654210001
1576639;157663910001
1576833;157683310001
1576930;157693010001
1577124;157712410001
1577221;157722110001
1577318;157731810001
1577415;157741510001
1577512;157751210001
1577609;157760910001
1577706;157770610001
1577803;157780310001
1577997;157799710001
1578191;157819110001
1578288;157828810001
1578385;157838511001
1578482;157848211001
1578579;157857911001
1578676;157867611001
1578773;157877311001
1578870;157887010001
1578967;157896711001
1579064;157906410001
1579161;157916110001
1579258;157925811001
1579355;157935511001
1580034;158003410001
1580713;158071311001
1580810;158081010001
1580907;158090710001
1581004;158100410001
1581198;158119810001
1581198;158119811001
1580616;158061610001
1581392;158139210001
1579452;157945210001
1580228;158022810001
1580422;158042210001
1580131;158013110001
1579840;157984010001
1579646;157964610001
1579743;157974310001
1579937;157993710001
1580519;158051910001
1581489;158148910001
1581586;158158610001
1581780;158178010001
838566;83856610001
1581877;158187710001
1581877;158187711001
1581974;158197411001
1582071;158207110001
1582265;158226510001
1582459;158245910001
1582556;158255610001
1582653;158265310001
1582750;158275010001
1582847;158284710001
1582944;158294410001
1583041;158304110001
1583138;158313810001
1583235;158323510001
1583332;158333210001
1583429;158342910001
1583526;158352610001
1583623;158362310001
1583720;158372010001
1583817;158381710001
1583914;158391410001
1584011;158401110001
1584108;158410810001
1584205;158420510001
1584302;158430210001
1584496;158449610001
1584593;158459310001
1584690;158469010001
1584787;158478710001
1584884;158488410001
1585078;158507810001
1585175;158517510001
1585272;158527210001
1585369;158536910001
1585466;158546610001
1585563;158556310001
1585660;158566010001
1585757;158575710001
1585854;158585410001
1585951;158595110001
1586145;158614510001
1586242;158624210001
1586339;158633910001
1586533;158653310001
1586630;158663010001
1586727;158672710001
1586824;158682410001
1587018;158701810001
1587115;158711510001
1587212;158721210001
1587309;158730910001
1587503;158750310001
1587697;158769710001
1587794;158779410001
1588085;158808510001
1588182;158818210001
1588279;158827910001
1588376;158837610001
1588473;158847310001
1588570;158857010001
1588667;158866710001
1588958;158895810001
1589055;158905510001
1589249;158924910001
1589346;158934610001
1589443;158944311001
1589540;158954010001
1589734;158973410001
1589928;158992810001
1590025;159002510001
1590122;159012211001
1590219;159021910001
1590316;159031610001
1590413;159041310001
1590510;159051010001
1590607;159060710001
1590704;159070410001
1590898;159089810001
1590995;159099510001
1591092;159109210001
1591286;159128610001
1591383;159138310001
1591480;159148010001
1591577;159157710001
1591771;159177110001
1592062;159206210001
1592159;159215910001
1592256;159225610001
1592353;159235310001
1592450;159245010001
1592644;159264410001
1592838;159283810001
1592935;159293510001
1593032;159303210001
1593129;159312910001
1593323;159332310001
1593517;159351710001
1593614;159361410001
1593711;159371110001
1593808;159380810001
1594002;159400210001
1594196;159419610001
1594390;159439010001
1594487;159448710001
1594584;159458410001
1594681;159468110001
1594875;159487510001
1594972;159497210001
1594972;159497215001
1595069;159506910001
1595263;159526310001
1595360;159536010001
1595457;159545710001
1595554;159555410001
1596039;159603910001
1596233;159623310001
1596330;159633011001
1596427;159642710001
1596524;159652410001
1596621;159662110001
1596718;159671810001
1596815;159681510001
1597009;159700910001
1597203;159720310001
1597494;159749410001
1597591;159759110001
1597688;159768810001
1597882;159788210001
1597979;159797910001
1598173;159817310001
1598464;159846410001
1598561;159856110001
1598658;159865810001
1598755;159875510001
1598852;159885210001
1598949;159894910001
1599046;159904610001
1599143;159914310001
1599434;159943410001
1599531;159953110001
1599628;159962810001
1599725;159972510001
1599822;159982210001
1599919;159991910001
1600016;160001610001
1600113;160011310001
1600210;160021010001
1600307;160030710001
1600404;160040410001
1600695;160069510001
1600792;160079210001
1600889;160088910001
1600986;160098610001
1601083;160108310001
1601180;160118010001
1601277;160127710001
1601471;160147110001
1601568;160156810001
1601665;160166510001
1601762;160176210001
1601956;160195610001
1602053;160205310001
1602150;160215010001
1602247;160224710001
1602344;160234410001
1602441;160244110001
1602538;160253810001
1602635;160263510001
1602732;160273211001
436016;43601615001
1603023;160302310001
1603217;160321710001
1603605;160360510001
1603702;160370210001
1603896;160389610001
1603993;160399310001
1604672;160467210001
1604769;160476910001
1604963;160496310001
1605254;160525410001
1605351;160535110001
1605448;160544810001
1605739;160573910001
1605836;160583610001
1605933;160593310001
1606030;160603010001
1606224;160622410001
1606321;160632110001
1606515;160651510001
1606612;160661210001
1606709;160670910001
1606806;160680610001
1606903;160690310001
1607194;160719410001
1607291;160729110001
1607485;160748510001
1607776;160777610001
1607873;160787310001
1607970;160797010001
1608164;160816410001
1608261;160826110001
1608358;160835810001
1608552;160855210001
1608649;160864910001
1608843;160884310001
1608940;160894010001
1609037;160903711001
1609134;160913410001
1609231;160923111001
1609425;160942510001
1609522;160952210001
1609619;160961910001
1609716;160971610001
1609910;160991010001
1610007;161000710001
1610298;161029810001
1610395;161039510001
1610492;161049210001
1610589;161058910001
1610686;161068610001
1610880;161088010001
1610977;161097710001
1611074;161107410001
1611171;161117110001
1611268;161126810001
1611365;161136510001
1611462;161146210001
1611559;161155910001
1611656;161165610001
1611753;161175310001
1611850;161185010001
1612044;161204410001
1612141;161214110001
1612335;161233510001
1612432;161243210001
1612626;161262610001
1612917;161291710001
1613014;161301410001
1613111;161311110001
1613208;161320810001
1613402;161340210001
1613596;161359610001
1613693;161369310001
1613790;161379010001
1613887;161388710001
1613984;161398410001
1614081;161408110001
1614469;161446910001
1614663;161466310001
1614760;161476010001
1614954;161495410001
1615051;161505110001
1615245;161524510001
1615342;161534210001
1615439;161543910001
1615536;161553610001
1615827;161582710001
1616021;161602110001
1616118;161611810001
1616215;161621510001
1616312;161631210001
1616409;161640910001
1616603;161660310001
1616797;161679710001
1616894;161689410001
1616991;161699110001
1617088;161708810001
1617185;161718510001
1617379;161737910001
1617476;161747610001
1617573;161757310001
1617670;161767010001
1617864;161786410001
1617961;161796110001
1618155;161815510001
1618252;161825210001
1618543;161854310001
1618737;161873710001
1618834;161883410001
1618931;161893110001
1619028;161902810001
1619125;161912510001
1619319;161931910001
990080;99008010001
1619416;161941610001
1619513;161951310001
1619610;161961010001
1619707;161970710001
1619804;161980410001
1619998;161999810001
110872;11087215002
1620095;162009510001
1620192;162019210001
1343645;134364511001
1620289;162028910001
1620386;162038610001
1620483;162048310001
1620580;162058010001
1620677;162067710001
1620871;162087110001
1620968;162096810001
1597494;159749411001
1621065;162106510001
1621259;162125910001
1621356;162135610001
1621453;162145310001
1621550;162155010001
1621647;162164710001
1621744;162174410001
1621841;162184110001
1621938;162193810001
1622035;162203510001
1622132;162213210001
1622229;162222910001
1622423;162242310001
1622520;162252010001
1622617;162261710001
1622811;162281110001
1623684;162368410001
1589443;158944310001
1623781;162378110001
1623975;162397510001
1624169;162416910001
536702;53670215001
1624363;162436310001
1624460;162446010001
1624557;162455710001
1624654;162465410001
1624751;162475110001
1624751;162475111001
433979;43397915001
1624848;162484810001
1625042;162504210001
1625139;162513910001
1625236;162523611001
1625333;162533310001
1625430;162543010001
1625527;162552710001
1625624;162562410001
1625721;162572110001
1625915;162591510001
1626012;162601210001
1626109;162610910001
675994;67599411001
1626303;162630310001
1626594;162659410001
1626788;162678810001
1626982;162698210001
1627079;162707910001
1627176;162717610001
1627273;162727310001
1627370;162737010001
1627467;162746710001
1627564;162756410001
1627661;162766110001
1627758;162775810001
1627952;162795210001
1628049;162804911001
1628146;162814610001
1628243;162824310001
1628340;162834010001
1628437;162843710001
1628534;162853410001
1628631;162863110001
1628728;162872810001
1628825;162882510001
1628922;162892210001
1629019;162901910001
1629116;162911610001
1629213;162921310001
1629310;162931010001
1629698;162969810001
1629989;162998910001
1630086;163008610001
1630183;163018310001
1630280;163028010001
1630377;163037710001
1630571;163057110001
1630668;163066810001
1630765;163076510001
1630862;163086210001
1630959;163095910001
1631056;163105610001
1631250;163125010001
1631347;163134710001
1631444;163144410001
1631541;163154110001
1631735;163173510001
1631832;163183210001
1631929;163192910001
1632026;163202610001
1632123;163212310001
1632220;163222010001
1632608;163260810001
1632705;163270510001
1632996;163299610001
1633190;163319010001
1633287;163328710001
1633384;163338410001
1633578;163357810001
1633675;163367510001
1633772;163377210001
1633869;163386910001
1633966;163396610001
1634063;163406310001
1634160;163416010001
1634451;163445110001
1634548;163454810001
1634839;163483910001
1634936;163493611001
1635033;163503311001
1635130;163513010001
1635324;163532411001
1635421;163542110001
1635518;163551810001
1635615;163561510001
1635712;163571210001
1635809;163580910001
1636003;163600310001
1636197;163619710001
1636294;163629410001
1636585;163658510001
1636779;163677910001
1636876;163687610001
1621841;162184115001
1636973;163697310001
1637070;163707010001
1637264;163726410001
1637361;163736110001
1637555;163755510001
1637652;163765210001
1637749;163774910001
1637846;163784610001
1637943;163794310001
1638040;163804010001
1638137;163813710001
1638234;163823410001
1638331;163833110001
1638525;163852510001
1638622;163862211001
1638719;163871910001
1638913;163891310001
1639010;163901010001
1639107;163910710001
1639204;163920410001
1639398;163939810001
1639495;163949511001
1639592;163959210001
1639786;163978610001
1639883;163988311001
1639980;163998010001
1640174;164017410001
1640368;164036810001
468608;46860811001
1640562;164056210001
1640659;164065910001
1640756;164075610001
1640950;164095010001
1641047;164104710001
1641144;164114410001
1641241;164124110001
1641338;164133810001
1641435;164143510001
1641532;164153210001
1641629;164162910001
1641726;164172610001
1641823;164182310001
1642017;164201710001
1642405;164240510001
1642308;164230810001
1642502;164250210001
1642696;164269610001
1642793;164279310001
1642890;164289010001
1643084;164308410001
1643181;164318110001
1643375;164337510001
1643472;164347210001
1643666;164366610001
1643763;164376311001
1643860;164386010001
1643957;164395710001
1644248;164424810001
1644345;164434510001
1644442;164444211001
1644539;164453910001
1644636;164463610001
1644830;164483010001
1644927;164492710001
1645024;164502410001
1645121;164512110001
1645218;164521811001
1645315;164531510001
1645509;164550910001
1645606;164560610001
1645703;164570311001
1645897;164589710001
1645994;164599411001
1646091;164609110001
1646188;164618810001
1646285;164628510001
1646382;164638210001
1646479;164647910001
1646673;164667310001
1645703;164570310001
1646770;164677010001
1646867;164686711001
1647061;164706110001
1647255;164725510001
1647352;164735211001
1647449;164744911001
1647546;164754610001
1647740;164774010001
1647837;164783711001
1647934;164793411001
1648031;164803110001
1648128;164812810001
1648225;164822510001
1648322;164832210001
1648419;164841910001
1648516;164851610001
1648613;164861310001
1648710;164871010001
1649389;164938910001
1649486;164948610001
1649583;164958310001
1640853;164085310001
1649680;164968010001
1649777;164977710001
1649874;164987410001
1649971;164997110001
1650068;165006810001
1650165;165016510001
1650262;165026210001
1650359;165035910001
1650456;165045610001
1650553;165055311001
1650650;165065010001
1650747;165074710001
1650844;165084410001
1650941;165094110001
1651038;165103810001
1651232;165123210001
1651329;165132910001
1651426;165142610001
1651523;165152310001
1651620;165162010001
1651717;165171710001
1651814;165181410001
1652008;165200810001
1652008;165200811001
1652202;165220210001
1652493;165249310001
1652590;165259010001
1652687;165268710001
1652784;165278411001
1482646;148264615001
1653172;165317211001
1653269;165326911001
1653366;165336610001
1653463;165346310001
1653657;165365710001
1653754;165375410001
1653851;165385110001
1653948;165394810001
1654142;165414210001
1654239;165423910001
1654336;165433610001
1654433;165443310001
1654530;165453010001
1654918;165491810001
1655015;165501510001
1655112;165511210001
1655306;165530610001
1655403;165540310001
1655597;165559710001
1655694;165569411001
1655791;165579110001
1655985;165598510001
1656179;165617911001
1656373;165637310001
1656470;165647010001
1656567;165656710001
1656664;165666410001
1656858;165685810001
1657052;165705210001
1657149;165714910001
1657246;165724610001
1657537;165753710001
1657634;165763410001
1657731;165773111001
1644442;164444210001
1657828;165782811001
1658022;165802210001
1658119;165811910001
1658313;165831310001
1658410;165841010001
1658507;165850710001
1658604;165860410001
1658798;165879810001
1658895;165889510001
1658992;165899210001
1659089;165908911001
1659186;165918610001
1659283;165928310001
1659380;165938010001
1659477;165947710001
1659574;165957410001
1659768;165976810001
1659962;165996210001
1660350;166035010001
1660447;166044710001
1660641;166064110001
1660835;166083510001
1660932;166093210001
1661029;166102910001
1661126;166112610001
1661223;166122311001
1661320;166132010001
1661417;166141711001
1661514;166151410001
1661708;166170810001
1645218;164521810001
1661805;166180511001
1662096;166209610001
1662193;166219310001
1662290;166229010001
1662290;166229011001
1662484;166248410001
1662581;166258110001
1662678;166267810001
1662775;166277510001
1663066;166306610001
1663357;166335710001
1663454;166345410001
1663551;166355110001
1663648;166364810001
1663842;166384210001
1663939;166393910001
1664036;166403610001
1664133;166413310001
1664230;166423010001
1664327;166432710001
1664424;166442410001
1664521;166452110001
1664715;166471510001
1664812;166481210001
1647449;164744910001
1664909;166490910001
1665006;166500610001
1665103;166510310001
1654821;165482110001
1665491;166549111001
1493316;149331615001
1665685;166568510001
1665782;166578210001
1665879;166587910001
1665976;166597610001
1666170;166617010001
1666267;166626710001
1666461;166646110001
1666558;166655810001
1666752;166675210001
1666946;166694610001
1667043;166704311001
1667140;166714010001
1667237;166723710001
1667528;166752810001
1667625;166762510001
1667722;166772210001
1668013;166801310001
1668013;166801311001
1668207;166820711001
1668304;166830410001
1668595;166859510001
1668692;166869210001
1668983;166898310001
1669080;166908010001
1669177;166917710001
1669468;166946811001
1669662;166966210001
1669759;166975910001
1669953;166995310001
1670050;167005010001
1670341;167034110001
1670438;167043810001
1670535;167053510001
1670632;167063210001
1670729;167072911001
1670826;167082610001
1670923;167092310001
1671020;167102010001
1671117;167111710001
1671311;167131110001
1671408;167140810001
1596718;159671815002
1671505;167150510001
1671602;167160210001
1661223;166122310001
1671796;167179610001
1670632;167063211001
1671893;167189310001
1671990;167199010001
1672281;167228110001
1672378;167237810001
1672475;167247510001
1672572;167257210001
1672669;167266910001
1672766;167276610001
1640659;164065911001
1656955;165695510001
1665491;166549110001
1672960;167296010001
1673057;167305710001
1673154;167315410001
1673251;167325110001
1673348;167334810001
1673542;167354210001
1673736;167373610001
1673833;167383310001
1673930;167393010001
1674027;167402710001
1674124;167412410001
1674221;167422110001
1674512;167451210001
1674706;167470610001
1675094;167509410001
1675191;167519110001
1675288;167528810001
1675385;167538510001
1675773;167577310001
1675870;167587010001
1675967;167596710001
1676161;167616110001
1676258;167625810001
1676355;167635510001
1676452;167645210001
1676549;167654910001
1669468;166946810001
1676646;167664610001
1676743;167674310001
1676840;167684010001
1677034;167703410001
1677131;167713110001
1677228;167722810001
1677325;167732510001
1677519;167751910001
1677616;167761610001
1677713;167771310001
1677810;167781010001
1677907;167790710001
1678004;167800410001
1678198;167819810001
1678489;167848910001
1678683;167868310001
1678780;167878010001
1678877;167887710001
1678974;167897410001
1679071;167907110001
1679168;167916810001
1679265;167926510001
1679362;167936210001
1679556;167955610001
1679750;167975010001
1679847;167984710001
1679944;167994410001
1680041;168004110001
1680235;168023511001
1680332;168033210001
1680429;168042910001
423794;42379415002
1680817;168081710001
1680914;168091410001
1681011;168101110001
1681205;168120510001
1681302;168130210001
1681496;168149610001
1681593;168159310001
1681690;168169010001
1681787;168178711001
1681884;168188410001
1681787;168178710001
1681981;168198110001
1682078;168207810001
1682175;168217510001
1682272;168227210001
1682369;168236910001
1682563;168256310001
1682660;168266010001
1682757;168275710001
1682854;168285410001
1682951;168295110001
1683145;168314510001
1683242;168324211001
1683339;168333910001
1683436;168343610001
1683533;168353310001
1683630;168363010001
1683727;168372710001
1684115;168411510001
1684212;168421210001
1638622;163862210001
1684406;168440610001
1684503;168450310001
1684697;168469710001
1684794;168479410001
1639495;163949510001
1684891;168489110001
1684988;168498810001
1685182;168518210001
1685376;168537610001
1373230;137323010002
1685570;168557010001
1685667;168566710001
1685861;168586110001
1685958;168595810001
1565193;156519310001
1686249;168624910001
404782;40478211001
1686346;168634610001
1686443;168644310001
1686831;168683110001
1686928;168692810001
1668207;166820710001
1687122;168712210001
1687219;168721910001
1687316;168731610001
1687510;168751011001
1687704;168770411001
1687898;168789810001
1688092;168809210001
1688383;168838310001
1688480;168848010001
1688577;168857710001
1688674;168867410001
1640465;164046510001
1688771;168877110001
1688965;168896510001
1689062;168906210001
1689353;168935310001
1689450;168945010001
1689547;168954710001
1689644;168964410001
1689741;168974110001
1689838;168983810001
1689935;168993510001
1690032;169003210001
1690129;169012910001
1690226;169022610001
1690323;169032310001
1690517;169051710001
1690614;169061410001
1690808;169080810001
1690905;169090510001
1691196;169119610001
1691390;169139010001
1691681;169168110001
1691778;169177810001
1691875;169187510001
1692069;169206910001
1692360;169236010001
1692457;169245710001
1692554;169255410001
1692748;169274810001
1692845;169284510001
1693039;169303910001
1693136;169313610001
1693330;169333010001
1653560;165356010001
1693427;169342710001
1693621;169362110001
1693718;169371810001
1693815;169381510001
1694009;169400910001
1694106;169410610001
1694203;169420310001
1694397;169439710001
1694494;169449410001
1694591;169459110001
1694688;169468810001
1694785;169478510001
1694882;169488210001
1694979;169497910001
1695076;169507610001
1695173;169517310001
1695270;169527010001
1657731;165773110001
1695464;169546410001
1695561;169556110001
1695658;169565810001
1695852;169585210001
1695949;169594910001
1696046;169604610001
1696143;169614310001
1696337;169633710001
1696434;169643410001
1696725;169672510001
1696822;169682211001
1696919;169691910001
1697113;169711310001
1697404;169740410001
1697598;169759810001
1697695;169769510001
1697792;169779210001
1697889;169788910001
1698083;169808310001
1698180;169818010001
1698374;169837410001
1698471;169847110001
1698568;169856810001
1698665;169866510001
1698762;169876210001
1698859;169885910001
1698956;169895610001
1699247;169924710001
1699344;169934410001
1699441;169944110001
1699635;169963510001
1699829;169982910001
1699926;169992610001
1700023;170002310001
1700217;170021710001
1700314;170031410001
1700120;170012010001
1700411;170041110001
1700605;170060510001
1700605;170060511001
1701090;170109010001
1701284;170128410001
1701478;170147810001
1701575;170157510001
1701769;170176910001
1701866;170186610001
1702060;170206010001
1702157;170215710001
1702254;170225410001
1702351;170235110001
1702448;170244810001
1702642;170264210001
1684309;168430910001
1703127;170312710001
1703224;170322410001
1703321;170332110001
1703418;170341810001
1703612;170361210001
1703709;170370911001
1703806;170380610001
1703903;170390310001
1704194;170419410001
1704291;170429110001
1704388;170438810001
1704582;170458210001
1704679;170467910001
1704873;170487310001
1705067;170506710001
1705358;170535811001
1705455;170545510001
1705552;170555210001
1705649;170564910001
1705746;170574610001
1706037;170603710001
1706134;170613410001
1673057;167305711001
1706231;170623110001
1706328;170632810001
1706425;170642510001
1706522;170652210001
1706813;170681310001
1706910;170691011001
1707007;170700710001
1707104;170710411001
1707104;170710410001
1706910;170691010001
1707298;170729810001
1707492;170749210001
1707880;170788011001
1707977;170797710001
1708171;170817110001
1708268;170826810001
1708462;170846210001
1708559;170855910001
1708656;170865610001
1708753;170875310001
1708947;170894710001
1709238;170923810001
1709335;170933510001
1709335;170933515001
1709529;170952910001
1709626;170962610001
1709820;170982010001
1709917;170991710001
1710014;171001410001
1710111;171011111001
1710111;171011110001
1710208;171020811001
1710305;171030510001
1710693;171069310001
1710790;171079010001
1710984;171098410001
1711372;171137210001
1711469;171146910001
1711663;171166310001
1711857;171185710001
1711954;171195410001
1712148;171214810001
1712342;171234210001
1712439;171243910001
1712633;171263310001
1712730;171273010001
1711566;171156610001
1712924;171292410001
1713021;171302110001
1713312;171331210001
1713409;171340910001
1713506;171350610001
1713603;171360310001
1713797;171379710001
1713894;171389410001
1713409;171340915001
1713991;171399110001
1714088;171408810001
1714379;171437910001
1677422;167742210001
1495159;149515910001
1714573;171457310001
1714961;171496110001
1715058;171505810001
1715252;171525210001
1715446;171544610001
1715543;171554310001
1649098;164909810001
1715737;171573710001
1715834;171583410001
1558015;155801511001
1716028;171602810001
1716125;171612510001
1716319;171631911001
1716416;171641610001
1716610;171661010001
1716707;171670710001
1716804;171680410001
1716998;171699810001
1717095;171709510001
1717192;171719210001
1717289;171728910001
1717386;171738610001
1717483;171748310001
1717580;171758010001
1717677;171767710001
1717871;171787110001
4657;465715002
1718162;171816210001
1718259;171825910001
1718356;171835610001
1718550;171855010001
1718647;171864710001
1718744;171874410001
1718841;171884110001
1719035;171903510001
1719132;171913210001
1719229;171922910001
1719326;171932610001
1719423;171942310001
1719520;171952010001
1719714;171971410001
1719811;171981110001
1719908;171990810001
1720005;172000510001
1720102;172010210001
1720296;172029610001
1720393;172039311001
1720490;172049010001
1720587;172058710001
1720781;172078111001
1720975;172097510001
1721169;172116910001
1721266;172126610001
1721363;172136310001
427965;42796511001
1721557;172155710001
1721654;172165411001
1721848;172184810001
1722042;172204210001
1722236;172223610001
1722333;172233310001
1722430;172243010001
1722527;172252710001
1722721;172272110001
1722818;172281810001
1723012;172301210001
1723206;172320610001
1723303;172330310001
1723497;172349710001
1723594;172359410001
1723691;172369110001
1723788;172378810001
1723885;172388510001
1723982;172398210001
1724079;172407910001
1724176;172417610001
1724273;172427311001
1724370;172437010001
1724758;172475810001
1724855;172485510001
1724952;172495210001
1725049;172504910001
1725146;172514610001
1725340;172534010001
1725437;172543710001
1725534;172553411001
1725631;172563110001
1725728;172572810001
504207;50420715001
1725825;172582510001
1725534;172553410001
1726019;172601910001
1726116;172611610001
1726213;172621310001
1726310;172631010001
1726504;172650410001
1726698;172669810001
1726795;172679510001
1726989;172698910001
1727086;172708610001
1727183;172718310001
1727280;172728010001
1727377;172737710001
1727474;172747410001
1727571;172757110001
1727668;172766810001
1727765;172776510001
1727862;172786210001
1727959;172795910001
1728056;172805610001
1728153;172815310001
1728250;172825010001
1728347;172834710001
1728444;172844410001
1728541;172854110001
1728638;172863810001
1728832;172883210001
1728929;172892910001
1729026;172902610001
1729123;172912311001
1729220;172922010001
1729511;172951110001
1729608;172960810001
1729705;172970510001
1729802;172980210001
1729996;172999610001
1730093;173009310001
1730190;173019010001
1730287;173028710001
1730384;173038410001
1730481;173048110001
1730578;173057810001
1730675;173067510001
1730772;173077210001
1730966;173096610001
1731063;173106310001
1731160;173116010001
1731257;173125710001
1731451;173145110001
1731548;173154811001
1731548;173154810001
1731645;173164510001
1731742;173174210001
1731936;173193610001
1732033;173203310001
1732130;173213010001
1732227;173222710001
1732324;173232410001
1732421;173242111001
1732518;173251811001
1732615;173261510001
1732809;173280910001
1733003;173300310001
1733294;173329410001
1733391;173339110001
1733488;173348810001
1733682;173368210001
1733779;173377910001
1733876;173387610001
1733973;173397310001
1734070;173407010001
1734167;173416710001
1734264;173426410001
1734361;173436110001
1734458;173445810001
1734555;173455510001
1734652;173465210001
1734749;173474910001
1734846;173484610001
1734943;173494310001
1735040;173504010001
1735137;173513710001
1735525;173552510001
1735719;173571910001
1735913;173591310001
1736010;173601010001
1736107;173610710001
1736398;173639810001
1736495;173649510001
1736592;173659211001
1736689;173668911001
1736786;173678611001
1736883;173688310001
1737174;173717410001
1737271;173727110001
1737368;173736810001
1737465;173746510001
1737562;173756210001
1737659;173765910001
1737756;173775610001
1737853;173785310001
1737950;173795010001
1738144;173814410001
1738241;173824110001
1738338;173833810001
1738435;173843510001
1738532;173853210001
1738629;173862910001
1738920;173892010001
1739017;173901710001
1739308;173930810001
1739405;173940510001
1739502;173950210001
1739696;173969610001
1739793;173979310001
1739987;173998710001
1740084;174008411001
1740181;174018111001
1740278;174027810001
1740375;174037510001
1740569;174056910001
1740666;174066610001
1740860;174086010001
1740957;174095710001
1741054;174105411001
1741442;174144210001
1741539;174153910001
1741636;174163610001
1741733;174173310001
1741830;174183010001
1741927;174192710001
1742024;174202410001
1742121;174212110001
1742218;174221810001
1742315;174231510001
1742412;174241210001
1742509;174250910001
1742606;174260610001
1742703;174270310001
1742897;174289711001
1742994;174299410001
1743091;174309110001
1743188;174318810001
1743285;174328510001
1743382;174338210001
1743479;174347910001
1743576;174357610001
1743673;174367310001
1743867;174386710001
1743964;174396410001
1744158;174415810001
1744255;174425510001
1744449;174444910001
1744546;174454610001
1744643;174464310001
1744740;174474010001
1744837;174483710001
1744934;174493410001
1745128;174512810001
1745225;174522510001
1745419;174541910001
1745322;174532210001
1745613;174561310001
1745710;174571010001
1745807;174580710001
1745904;174590410001
1746195;174619510001
1746292;174629210001
1746389;174638910001
1746486;174648610001
1746583;174658310001
1746777;174677710001
1746874;174687410001
1746971;174697110001
1747068;174706810001
1747165;174716510001
1747262;174726210001
1747359;174735910001
1747747;174774710001
1747844;174784410001
1748038;174803810001
1748135;174813510001
1748329;174832910001
1748523;174852310001
1748717;174871710001
1748814;174881410001
1748911;174891110001
1749105;174910510001
1749202;174920210001
1749784;174978410001
1749881;174988110001
1749978;174997810001
1750269;175026911001
1750657;175065710001
1750754;175075410001
1750851;175085110001
1750948;175094811001
1751045;175104510001
1751142;175114210001
1751239;175123910001
1751336;175133610001
1751627;175162710001
1751724;175172410001
1751918;175191810001
1752112;175211210001
1752209;175220910001
1752306;175230610001
1752694;175269410001
1752791;175279110001
1752985;175298510001
1753276;175327610001
1753470;175347010001
1753858;175385810001
1754052;175405210001
1754149;175414910001
1754343;175434310001
1754440;175444010001
1754731;175473110001
1754828;175482810001
1754925;175492510001
1755022;175502210001
1755119;175511910001
1755216;175521611001
1755313;175531310001
1755410;175541010001
1755507;175550710001
1755798;175579810001
1755895;175589510001
1756380;175638010001
1756574;175657410001
1756768;175676810001
1756962;175696210001
1757059;175705910001
1757447;175744710001
1757932;175793210001
1758126;175812610001
1758223;175822310001
1758320;175832010001
1758417;175841710001
1758611;175861110001
377525;37752511001
1758708;175870810001
1758805;175880510001
681329;68132911001
1758902;175890210001
1759581;175958110001
1759678;175967810001
1759775;175977510001
1759872;175987210001
1760066;176006610001
1760163;176016310001
1760260;176026010001
1760357;176035710001
1760842;176084211001
1760939;176093910001
1761230;176123010001
1761327;176132710001
1761424;176142410001
1761618;176161810001
1761715;176171510001
1761812;176181210001
1761909;176190911001
1762006;176200610001
1762103;176210310001
1762394;176239410001
1762588;176258810001
1762685;176268510001
1762879;176287910001
1762976;176297610001
1763073;176307310001
1763267;176326710001
1741054;174105410001
1763364;176336410001
1763461;176346110001
1763752;176375210001
1763946;176394610001
1764043;176404310001
1764140;176414010001
1764237;176423710001
1764334;176433410001
1764431;176443110001
1764528;176452810001
1764625;176462510001
1764722;176472210001
1764819;176481910001
1765013;176501310001
1765110;176511010001
1765207;176520710001
1765304;176530410001
1765498;176549810001
1765595;176559510001
1765692;176569210001
1765789;176578910001
1765886;176588610001
1765983;176598310001
1766080;176608010001
1766274;176627410001
1766371;176637110001
1766468;176646810001
1766662;176666210001
1766759;176675910001
1766856;176685610001
1766953;176695310001
1767341;176734110001
1767438;176743810001
1767535;176753510001
1767632;176763210001
1768020;176802010001
1768214;176821410001
1768311;176831110001
1768408;176840810001
1768602;176860210001
1769378;176937810001
